South Sudan,Unity State,Rubkona County,Nhialdiu Payam,Chanlual Boma
South Sudan,Eastern Equatoria State,Budi County,Loudo Payam,Charit Boma
South Sudan,Eastern Equatoria State,Budi County,Napak Payam,Chawa Boma
South Sudan,Upper Nile State,Renk County,Chemmedi Payam,Chemmedi Boma
South Sudan,Upper Nile State,Maban County,Bunj Payam,Chetta Boma
South Sudan,Jonglei State,Akobo County,Nyandit Payam,Chiban Boma
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Mariem West Payam,Chimel Dit Boma
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Mariem West Payam,Chimel Makem Boma
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Mariem West Payam,Chimel Thii Boma
South Sudan,Jonglei State,Duk County,Dongchak Payam,Chiraanmaar Boma
South Sudan,Lakes State,Rumbek Centre County,Matangai Payam,Cholocok Boma
South Sudan,Lakes State,Rumbek Centre County,Rumbek Town Payam,Cholocok Boma
South Sudan,Eastern Equatoria State,Kapoeta North County,Paringa Payam,Choroi Boma
South Sudan,Eastern Equatoria State,Ikotos County,Lomohidang South Payam,Chorokol Boma
South Sudan,Jonglei State,Fangak County,Old Fangak Payam,Chotbara Boma
South Sudan,Unity State,Rubkona County,Budaang Payam,Chotchara Boma
South Sudan,Unity State,Mayom County,Riah Payam,Chotchara Boma
South Sudan,Upper Nile State,Longochuk County,Guelguk Payam,Chotgiel Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Mading Payam,Chotkuach Boma
South Sudan,Unity State,Guit County,Guit Payam,Chotyiel Boma
South Sudan,Upper Nile State,Melut County,Galdora Payam,Chuai Boma
South Sudan,Jonglei State,Pigi County,Atar Payam,Chuei Ardeb Thaar Boma
South Sudan,Jonglei State,Bor South County,Anyidi Payam,Chuei-magon Boma
South Sudan,Jonglei State,Uror County,Motot Payam,Chueidok Boma
South Sudan,Eastern Equatoria State,Torit County,Imurok Payam,Chuful Boma
South Sudan,Eastern Equatoria State,Torit County,Imurok Payam,Chuful Boma
South Sudan,Jonglei State,Nyirol County,Chuil Payam,Chuil Boma
South Sudan,Unity State,Panyijar County,Ganyliel Payam,Chuk Boma
South Sudan,Unity State,Panyijar County,Panyijiar Payam,Chuk Boma
South Sudan,Eastern Equatoria State,Kapoeta East County,Jie Payam,Chumameri Boma
South Sudan,Unity State,Rubkona County,Nhialdiu Payam,Chuor Boma
South Sudan,Pibor Administrative Area,Pibor County,Boma Payam,Churi Boma
South Sudan,Lakes State,Cueibet County,Malou Pec Payam,Ciminti Boma
South Sudan,Lakes State,Cueibet County,Ngap Payam,Ciminti Boma
South Sudan,Jonglei State,Pigi County,Khorwac Payam,Cuai Boma
South Sudan,Warrap State,Tonj East County,Makuac Payam,Cuei-Alek Boma
South Sudan,Warrap State,Tonj South County,Manyang-ngok Payam,Cuei-cok Boma
South Sudan,Lakes State,Rumbek East County,Mathiang-kok Payam,Cueibalac Boma
South Sudan,Lakes State,Rumbek Centre County,Mayom Payam,Cueicok Boma
South Sudan,Jonglei State,Ayod County,Pagil Payam,Cuilbong Boma
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Baach Payam,Cuom-ator Boma
South Sudan,Upper Nile State,Longochuk County,Dajo Payam,Dajo Boma
South Sudan,Upper Nile State,Baliet County,Adong Payam,Dakjur Boma
South Sudan,Jonglei State,Uror County,Motot Payam,Dakriang Boma
South Sudan,Pibor Administrative Area,Pochalla County,Burator Payam,Daktek Boma
South Sudan,Western Bahr El Ghazal State,Jur River County,Kuajiena Payam,Dang Acak Boma
South Sudan,Upper Nile State,Maban County,Banashowa Payam,Dangeji Boma
South Sudan,Unity State,Mayendit County,Dablual Payam,Daplual Boma
South Sudan,Unity State,Leer County,Juong Kang Payam,Dar Boma
South Sudan,Central Equatoria State,Juba County,Munuki Payam,Dar-Salam Boma
South Sudan,Central Equatoria State,Juba County,Munuki Payam,Dar-Salam Jebel Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Darajat West Boma
South Sudan,Western Equatoria State,Mvolo County,Dari Payam,Dari Boma
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Dari Boma
South Sudan,Upper Nile State,Fashoda County,Kodok Town Payam,Debor Boma
South Sudan,Western Equatoria State,Ezo County,Ezo Centre Payam,Degere Boma
South Sudan,Unity State,Panyijar County,Ganyliel Payam,Dekom Boma
South Sudan,Upper Nile State,Akoka County,Rom Payam (Baliet),Denchuk Boma
South Sudan,Unity State,Guit County,Nyathoar Payam,Dengbow Boma
South Sudan,Unity State,Koch County,Gany Payam,Dengdet Boma
South Sudan,Upper Nile State,Malakal County,Southern Malakal Payam,Dengerishufi Boma
South Sudan,Jonglei State,Pigi County,Atar Payam,Dengluat Boma
South Sudan,Jonglei State,Duk County,Panyang Payam,Derkuach Boma
South Sudan,Unity State,Rubkona County,Bentiu Town Payam,Derra Boma
South Sudan,Lakes State,Wulu County,Domoloto Payam,Deteku Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Dingkar Payam,Dhalap Boma
South Sudan,Unity State,Koch County,Ngony Payam,Dharbor Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Kiech Kuon Payam,Dhekdhek Boma
South Sudan,Upper Nile State,Panyikang County,Tonga Payam,Dhokalal Boma
South Sudan,Unity State,Mayendit County,Maal Payam,Dhor-their Boma
South Sudan,Unity State,Guit County,Kuerguini Payam,Dhorbor Boma
South Sudan,Unity State,Mayendit County,Bhor Payam,Dhorbuone Boma
South Sudan,Unity State,Guit County,Niemni Payam,Dhoreak Boma
South Sudan,Unity State,Mayendit County,Dablual Payam,Dhorleak Boma
South Sudan,Unity State,Leer County,Dar Payam,Dhornor Boma
South Sudan,Unity State,Panyijar County,Kol Payam,Dhornyangni Boma
South Sudan,Unity State,Panyijar County,Pachienjok Payam,Dhornyangni Boma
South Sudan,Unity State,Mayendit County,Rubkuay Payam,Dhornyiet Boma
South Sudan,Unity State,Leer County,Rubchay Payam,Dhoroal Boma
South Sudan,Unity State,Mayendit County,Tutnyang Payam,Dhoryiel Boma
South Sudan,Upper Nile State,Maban County,Khor El Amer Payam,Dhuma Boma
South Sudan,Jonglei State,Uror County,Karam Payam,Dhuol Boma
South Sudan,Jonglei State,Uror County,Karam Payam,Dhuony Boma
South Sudan,Jonglei State,Duk County,Padiet Payam,Dhuony Boma
South Sudan,Jonglei State,Duk County,Pagak Payam,Dhuony Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Nasir Payam,Dhuording Boma
South Sudan,Western Equatoria State,Ezo County,Naandi Payam,Diabio Boma
South Sudan,Western Equatoria State,Nagero County,Nagero Payam,Diayanga Boma
South Sudan,Upper Nile State,Panyikang County,Panyikang Payam,Diel Boma
South Sudan,Upper Nile State,Maban County,Khor El Amer Payam,Diellaji Boma
South Sudan,Unity State,Rubkona County,Kaljak Payam,Diem Boma
South Sudan,Western Bahr El Ghazal State,Raga County,Ringi Payam,Diem Jallab Boma
South Sudan,Jonglei State,Nyirol County,Chuil Payam,Dieni Boma
South Sudan,Upper Nile State,Panyikang County,Tonga Payam,Dienyo Boma
South Sudan,Unity State,Koch County,Jaak Payam,Dijuil Boma
South Sudan,Jonglei State,Akobo County,Diror Payam,Dik Boma
South Sudan,Western Equatoria State,Mundri West County,Bangolo Payam,Diko Boma
South Sudan,Western Equatoria State,Mvolo County,Bahr El Grindi Payam,Dimer Boma
South Sudan,Central Equatoria State,Lainya County,Mukaya Payam,Dimu One Boma
South Sudan,Western Equatoria State,Nzara County,Sangua Payam,Dingapa Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Dingkar Payam,Dingkar Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Dinka Boma
South Sudan,Upper Nile State,Fashoda County,Dethok Payam,Dithok Boma
South Sudan,Western Equatoria State,Mvolo County,Yeri Payam,Dograngi Boma
South Sudan,Unity State,Leer County,Dok Payam,Dok Boma
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Madhol Payam,Dokul Boma
South Sudan,Lakes State,Wulu County,Domoloto Payam,Dokuru Boma
South Sudan,Upper Nile State,Ulang County,Doma Payam,Doma Boma
South Sudan,Western Equatoria State,Mvolo County,Mvolo Payam,Domeri Boma
South Sudan,Warrap State,Gogrial West County,Kuac South Payam,Dong Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Roam Payam,Dong Boma
South Sudan,Jonglei State,Akobo County,Barmach Payam,Dongjop Boma
South Sudan,Abyei Administrative Area,Abyei County,Amenth agouk Payam,Dongop Boma
South Sudan,Central Equatoria State,Lainya County,Wuji Payam,Dongoro Boma
South Sudan,Upper Nile State,Panyikang County,Panyikang Payam,Door Boma
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Arihilo Payam,Dorik Boma
South Sudan,Jonglei State,Duk County,Padiet Payam,Dorok Boma
South Sudan,Western Equatoria State,Maridi County,Landili Payam,Dorolili Boma
South Sudan,Western Equatoria State,Mundri East County,Kediba Payam,Dosho Boma
South Sudan,Upper Nile State,Maban County,Banashowa Payam,Doungoji Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Dresses Line Boma
South Sudan,Jonglei State,Nyirol County,Thol Payam,Dualjany Boma
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Dudu Boma
South Sudan,Upper Nile State,Panyikang County,Dheteim Payam,Duh Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Mading Payam,Dukmar  Boma
South Sudan,Western Equatoria State,Maridi County,Landili Payam,Dukudu olo Boma
South Sudan,Western Equatoria State,Mvolo County,Kokori Payam,Dula Boma
South Sudan,Western Equatoria State,Nagero County,Duma Payam,Duma Boma
South Sudan,Jonglei State,Uror County,Karam Payam,Duok Boma
South Sudan,Lakes State,Awerial County,Puluk Payam,Duony Gok Boma
South Sudan,Upper Nile State,Baliet County,Nyongkuach Payam,Duut Boma
South Sudan,Western Equatoria State,Maridi County,Ngamunde Payam,E'di Boma
South Sudan,Upper Nile State,Panyikang County,Anakdiar Payam,East Anakdiar Boma
South Sudan,Upper Nile State,Malakal County,Northern Malakal Payam,Elbesery Boma
South Sudan,Upper Nile State,Renk County,South Renk,Elmasara Boma
South Sudan,Upper Nile State,Malakal County,Eastern Malakal Payam,Emtidad Boma
South Sudan,Upper Nile State,Renk County,North Renk Payam,Emtidad-El-Jidiet Boma
South Sudan,Unity State,Rubkona County,Bentiu Town Payam,Engass Boma
South Sudan,Pibor Administrative Area,Pibor County,Gumuruk Payam,Erit Boma
South Sudan,Pibor Administrative Area,Pibor County,Gumuruk Payam,Evino Boma
South Sudan,Western Equatoria State,Maridi County,Mambe Payam,Eyira Boma
South Sudan,Western Equatoria State,Ezo County,Ezo Centre Payam,Ezo Centre Boma
South Sudan,Upper Nile State,Fashoda County,Lul Payam,Fashoda Boma
South Sudan,Eastern Equatoria State,Torit County,Nyong Payam,Fodo-Fodo Boma
South Sudan,Jonglei State,Bor South County,Bor Payam,Gaak-yuom Boma
South Sudan,Unity State,Koch County,Norbor Payam,Gaap Boma
South Sudan,Jonglei State,Ayod County,Mogok Payam,Gaar Boma
South Sudan,Jonglei State,Uror County,Pieri Payam,Gaatweel Boma
South Sudan,Central Equatoria State,Terekeka County,Muni Payam,Gabuta Boma
South Sudan,Jonglei State,Akobo County,Dengjok Payam,Gakdong Boma
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Wunlang Payam,Gal Boma
South Sudan,Central Equatoria State,Terekeka County,Gameiza Payam,Gameiza Boma
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Gangara emelia Boma
South Sudan,Unity State,Koch County,Norbor Payam,Ganglet Boma
South Sudan,Western Equatoria State,Yambio County,Gangura Payam,Gangura Boma
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Gangura Boma
South Sudan,Central Equatoria State,Juba County,Ganji Payam,Ganji Boma
South Sudan,Upper Nile State,Manyo County,Wadakona Payam,Ganwad Boma
South Sudan,Unity State,Koch County,Gany Payam,Gany Boma
South Sudan,Unity State,Panyijar County,Ganyliel Payam,Ganyliel Boma
South Sudan,Unity State,Panyijar County,Kol Payam,Ganyliel Boma
South Sudan,Unity State,Mayendit County,Thaker Payam,Gapriak Boma
South Sudan,Jonglei State,Twic East County,Kongor Payam,Garalei Boma
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Yargot Payam,Garam Boma
South Sudan,Upper Nile State,Manyo County,Wadakona Payam,Garang Boma
South Sudan,Central Equatoria State,Juba County,Gondokoro Payam,Garbu Boma
South Sudan,Unity State,Koch County,Ngony Payam,Garyian Boma
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Gberezagino Boma
South Sudan,Western Equatoria State,Ibba County,Nabanga Payam,Gbua Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Roam Payam,Gech Reng Boma
South Sudan,Central Equatoria State,Kajo-Keji County,Nyepo Payam,Gederu Boma
South Sudan,Upper Nile State,Renk County,Geger Payam,Gerbena Boma
South Sudan,Upper Nile State,Renk County,Geger Payam,Gerger Centre Boma
South Sudan,Central Equatoria State,Morobo County,Wudabi Payam,Geri Boma
South Sudan,Eastern Equatoria State,Ikotos County,Imotong Payam,Geria Boma
South Sudan,Western Bahr El Ghazal State,Jur River County,Udici Payam,Gette Boma
South Sudan,Lakes State,Yirol West County,Gher Payam,Gher Boma
South Sudan,Eastern Equatoria State,Ikotos County,Hatire Payam,Gilo Boma
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,Gimunu Boma
South Sudan,Western Equatoria State,Mvolo County,Bagori Payam,Gira Boma
South Sudan,Central Equatoria State,Morobo County,Gulumbi Payam,Girili Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Kpaile Payam,Gittan Boma
South Sudan,Warrap State,Gogrial West County,Gogrial Payam,Gogrial Boma
South Sudan,Central Equatoria State,Yei County,Otogo Payam,Goja Boma
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual North Payam,Gok Machar Boma
South Sudan,Jonglei State,Uror County,Motot Payam,Gokgoak Boma
South Sudan,Jonglei State,Pigi County,Mareng Payam,Gokjack Boma
South Sudan,Lakes State,Rumbek East County,Paloch Payam,Golkou Boma
South Sudan,Upper Nile State,Fashoda County,Kodok Payam,Gollo Boma
South Sudan,Eastern Equatoria State,Kapoeta South County,Longeleya Payam,Goloki Boma
South Sudan,Unity State,Koch County,Kochlual Payam,Golpiny Boma
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Gomjuer Center Payam,Gomjuerthii Boma
South Sudan,Upper Nile State,Malakal County,Southern Malakal Payam,Goni Boma
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual North Payam,Gor Ayen Boma
South Sudan,Unity State,Koch County,Boaw Payam,Gor Boma
South Sudan,Central Equatoria State,Terekeka County,Gameiza Payam,Gori Boma
South Sudan,Central Equatoria State,Terekeka County,Muni Payam,Gori Boma
South Sudan,Upper Nile State,Renk County,Geger Payam,Gospamni Boma
South Sudan,Upper Nile State,Renk County,North Renk Payam,Gosroom Boma
South Sudan,Western Bahr El Ghazal State,Raga County,Raga Payam,Gossinga Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Nasir Payam,Guanyia Boma
South Sudan,Unity State,Koch County,Gany Payam,Guar Boma
South Sudan,Unity State,Leer County,Guat Payam,Guat Boma
South Sudan,Jonglei State,Uror County,Pieri Payam,Guenchat Boma
South Sudan,Ruweng Administrative Area,Pariang County,Pariang Payam,Guengalath Boma
South Sudan,Jonglei State,Uror County,Motot Payam,Gui Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Roam Payam,Guir Nguntong Boma
South Sudan,Upper Nile State,Fashoda County,Kodok Payam,Gulbany Boma
South Sudan,Lakes State,Wulu County,Bargel Payam,Gulmar Boma
South Sudan,Western Equatoria State,Mundri West County,Mundri Payam,Gulu Boma
South Sudan,Central Equatoria State,Juba County,Rejaf Payam,Gumbo Boma
South Sudan,Western Bahr El Ghazal State,Jur River County,Kangi Payam,Gumel Boma
South Sudan,Ruweng Administrative Area,Pariang County,Jamjang Payam,Gumriak Boma
South Sudan,Pibor Administrative Area,Pibor County,Gumuruk Payam,Gumuruk Centre Boma
South Sudan,Ruweng Administrative Area,Abiemnhom County,Aworpiny Payam,Gungeng Boma
South Sudan,Unity State,Koch County,Jaak Payam,Guol Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Maker Payam,Gur Nyang Boma
South Sudan,Central Equatoria State,Juba County,Tijor Payam,Guru-Lo-Toggu Boma
South Sudan,Lakes State,Awerial County,Abuyung Payam,Gut Thom Boma
South Sudan,Central Equatoria State,Terekeka County,Tindilo Payam,Gworonga Boma
South Sudan,Jonglei State,Ayod County,Kurwai Payam,Haat Boma
South Sudan,Eastern Equatoria State,Torit County,Yire Payam,Hafai Boma
South Sudan,Eastern Equatoria State,Torit County,Ifwotu Payam,Hafai Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Hai Bafra Boma
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Hai Baiparu Boma
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Hai Bakindo Boma
South Sudan,Jonglei State,Fangak County,Phom Payam,Hai Bechuolkon Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Hai Dinka Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Hai Fahal/Zande Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Hai Falata Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai Gabat Boma
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Hai Kabash Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Hai Kalvario Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Hai Khorgana Boma
South Sudan,Unity State,Guit County,Guit Payam,Hai Kir Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Hai Kresh A Boma
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Hai Kuzee Boma
South Sudan,Central Equatoria State,Juba County,Munuki Payam,Hai Kwuit Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai Malakal Boma
South Sudan,Upper Nile State,Malakal County,Northern Malakal Payam,Hai Matar Boma
South Sudan,Northern Bahr El Ghazal State,Aweil Centre County,Abul Payam,Hai Mathar Boma
South Sudan,Jonglei State,Fangak County,Phom Payam,Hai Melekiya Boma
South Sudan,Jonglei State,Fangak County,Phom Payam,Hai Mohezefin Boma
South Sudan,Central Equatoria State,Juba County,Munuki Payam,Hai Mouna Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai Nyakama Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai Orselim Boma
South Sudan,Central Equatoria State,Juba County,Munuki Payam,Hai Seminary Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Hai Sika Hadid Boma
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,Hai Sobe Zone Boma
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Hai Tarawa Boma
South Sudan,Eastern Equatoria State,Kapoeta South County,Kapoeta Town Payam,Hai Tarawa Boma
South Sudan,Jonglei State,Fangak County,Phom Payam,Hai Tijar Boma
South Sudan,Jonglei State,Fangak County,Phom Payam,Hai Vetenary Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai-Buluk Boma
South Sudan,Upper Nile State,Malakal County,Northern Malakal Payam,Hai-Chathi Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai-Cinema Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai-Commercial Boma
South Sudan,Upper Nile State,Malakal County,Northern Malakal Payam,Hai-Dinka Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai-Malakal Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai-Mayo Boma
South Sudan,Jonglei State,Fangak County,Phom Payam,Hai-monezemaat Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai-Neem Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai-Neggily Boma
South Sudan,Upper Nile State,Malakal County,Northern Malakal Payam,Hai-Nuba Boma
South Sudan,Upper Nile State,Malakal County,Eastern Malakal Payam,Hai-Sah Boma
South Sudan,Upper Nile State,Malakal County,Northern Malakal Payam,Hai-Shuluk Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai-Soura Boma
South Sudan,Upper Nile State,Malakal County,Eastern Malakal Payam,Hai-Television Boma
South Sudan,Upper Nile State,Renk County,North Renk Payam,Hai-Theraya Boma
South Sudan,Eastern Equatoria State,Torit County,Nyong Payam,Hai-Wai-Messer Boma
South Sudan,Upper Nile State,Malakal County,Northern Malakal Payam,Hai-Zande Boma
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Hai-Zendia Boma
South Sudan,Unity State,Guit County,Guit Payam,Haitiak Boma
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Yargot Payam,Halbul Boma
South Sudan,Eastern Equatoria State,Torit County,Yire Payam,Haramorok Boma
South Sudan,Eastern Equatoria State,Ikotos County,Hatire Payam,Hatire Boma
South Sudan,Northern Bahr El Ghazal State,Aweil Centre County,Aweil Town Payam,Haya Salam Boma
South Sudan,Northern Bahr El Ghazal State,Aweil Centre County,Aweil Town Payam,Haya Toich Boma
South Sudan,Upper Nile State,Maiwut County,Pagak Payam (Maiwut),Highland Boma
South Sudan,Eastern Equatoria State,Torit County,Himodonge Payam,Hileu Boma
South Sudan,Eastern Equatoria State,Ikotos County,Imotong Payam,Hiniso Boma
South Sudan,Lakes State,Awerial County,Bunangok Payam,Hoor Boma
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Hukuo Boma
South Sudan,Eastern Equatoria State,Ikotos County,Ikotos Payam,Huma Boma
South Sudan,Eastern Equatoria State,Torit County,Kudo Payam,Hutala Boma
South Sudan,Eastern Equatoria State,Torit County,Nyong Payam,Ibalany Boma
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Lohutok Payam,Iboni Boma
South Sudan,Eastern Equatoria State,Ikotos County,Lomohidang North Payam,Ibunyak Boma
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Longiro Payam,Idali Boma
South Sudan,Eastern Equatoria State,Torit County,Imurok Payam,Ifoho Boma
South Sudan,Eastern Equatoria State,Ikotos County,Imotong Payam,Ifosi Boma
South Sudan,Eastern Equatoria State,Torit County,Ifwotu Payam,Ifwotu Boma
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Imehejek Payam,Ihirang Boma
South Sudan,Eastern Equatoria State,Ikotos County,Ikotos Payam,Ikotos Boma
South Sudan,Eastern Equatoria State,Torit County,Nyong Payam,Ilangi Boma
South Sudan,Eastern Equatoria State,Torit County,Hiyala Payam,Imatari Boma
South Sudan,Eastern Equatoria State,Ikotos County,Hatire Payam,Imilai Boma
South Sudan,Eastern Equatoria State,Torit County,Himodonge Payam,Imilai Boma
South Sudan,Eastern Equatoria State,Torit County,Ifwotu Payam,Imokoru Boma
South Sudan,Eastern Equatoria State,Ikotos County,Imotong Payam,Ingoi Boma
South Sudan,Eastern Equatoria State,Torit County,Imurok Payam,Isalore Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Ismailiya Boma
South Sudan,Eastern Equatoria State,Ikotos County,Lomohidang North Payam,Isoke Boma
South Sudan,Eastern Equatoria State,Magwi County,Lobone Payam,Isore Boma
South Sudan,Eastern Equatoria State,Ikotos County,Hatire Payam,Isore Boma
South Sudan,Eastern Equatoria State,Budi County,Lotukei Payam,Itingi Boma
South Sudan,Pibor Administrative Area,Pibor County,Boma Payam,Itti Boma
South Sudan,Western Equatoria State,Mundri East County,Minga Payam,Iyeba Boma
South Sudan,Western Equatoria State,Mundri East County,Minga Payam,Iyge Boma
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,Jaach Boma
South Sudan,Unity State,Koch County,Jaak Payam,Jaak Boma
South Sudan,Warrap State,Tonj South County,Jak Payam,Jak-Ameeth Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Jalaba Boma
South Sudan,Upper Nile State,Malakal County,Central Malakal Payam,Jalaba Boma
South Sudan,Upper Nile State,Renk County,Jalhak Payam,Jalhak Centre Boma
South Sudan,Central Equatoria State,Juba County,Lokiliri Payam,Jaliet-Kudow Boma
South Sudan,Central Equatoria State,Kajo-Keji County,Kangapo Two Payam,Jalimo Boma
South Sudan,Western Bahr El Ghazal State,Raga County,Ringi Payam,Jallaba Boma
South Sudan,Jonglei State,Bor South County,Jalle Payam,Jalle Boma
South Sudan,Upper Nile State,Maban County,Jinmakda Payam,Jamam Boma
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,James Diko Boma
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Jaming Boma
South Sudan,Ruweng Administrative Area,Pariang County,Jamjang Payam,Jamjang Boma
South Sudan,Upper Nile State,Longochuk County,Longochuk Payam,Jangok Boma
South Sudan,Lakes State,Awerial County,Bunangok Payam,Jarweng Boma
South Sudan,Jonglei State,Bor South County,Bor Payam,Jarwong Boma
South Sudan,Ruweng Administrative Area,Pariang County,Pariang Payam,Jaw Boma
South Sudan,Ruweng Administrative Area,Pariang County,Werthen Payam,Jaw Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Jebel A Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Jebel B Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Jebel Kheir Boma
South Sudan,Central Equatoria State,Juba County,Northern Bari Payam,Jebel Ladu Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Jedid Boma
South Sudan,Northern Bahr El Ghazal State,Aweil South County,Gakrol Payam,Jerajiep Boma
South Sudan,Pibor Administrative Area,Pochalla County,Burator Payam,Jetingtha Boma
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Jezira Boma
South Sudan,Unity State,Panyijar County,Thoarnhoum Payam,Jiech Boma
South Sudan,Unity State,Panyijar County,Kol Payam,Jiech Boma
South Sudan,Jonglei State,Ayod County,Wau Payam,Jiech Boma
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,Jigomoni Boma
South Sudan,Upper Nile State,Luakpiny/Nasir County,Jikmir Payam,Jikmir Boma
South Sudan,Unity State,Panyijar County,Kol Payam,Jiliew Boma
South Sudan,Upper Nile State,Renk County,South Renk,Joboruna Boma
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Jobur Boma
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Jokari Boma
South Sudan,Jonglei State,Uror County,Tiam Payam,Jokduel Boma
South Sudan,Jonglei State,Uror County,Puolchuol Payam,Jokrial B Boma
South Sudan,Jonglei State,Uror County,Pieri Payam,Jokrial Boma
South Sudan,Jonglei State,Duk County,Payuel Payam,Jolong Boma
South Sudan,Central Equatoria State,Yei County,Mugwo Payam,Jombu Boma
South Sudan,Pibor Administrative Area,Pibor County,Boma Payam,Jonglei Boma
South Sudan,Central Equatoria State,Terekeka County,Rijong Payam,Jonkok Payaya Boma
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,Jonsuk Zone Boma
South Sudan,Lakes State,Awerial County,Magok Payam,Joot Boma
South Sudan,Central Equatoria State,Terekeka County,Terekeka Payam,Jor Boma
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual West Payam (Aweil N),Jorbioch Boma
South Sudan,Unity State,Leer County,Payak Payam,Jowluak Boma
South Sudan,Jonglei State,Fangak County,Manajang Payam,Juaibor Boma
